bank_rssd_id,bank_name,exercise_year,exercise_quarter,exercise_name_std,scenario_code,scenario_label,cet1_actual_ratio,cet1_end_ratio,cet1_min_ratio,tier1_actual_ratio,tier1_end_ratio,tier1_min_ratio,total_capital_actual_ratio,total_capital_end_ratio,total_capital_min_ratio,tier1_leverage_actual_ratio,tier1_leverage_end_ratio,tier1_leverage_min_ratio,supp_leverage_actual_ratio,supp_leverage_end_ratio,supp_leverage_min_ratio,rwa_actual_amount,rwa_end_amount,total_loan_losses_amount,total_loan_losses_rate,ppnr_amount,ppnr_rate,provision_amount,pretax_net_income_amount,pretax_net_income_rate,net_interest_income_amount,noninterest_income_amount,noninterest_expense_amount,other_revenue_amount,securities_losses_amount,trading_counterparty_losses_amount,other_losses_amount,aoci_actual_amount,aoci_end_amount,cet1_depletion_end,cet1_depletion_min,tier1_depletion_end,tier1_depletion_min,total_capital_depletion_end,total_capital_depletion_min,leverage_depletion_end,leverage_depletion_min,rwa_change_amount,rwa_growth_rate,total_market_operational_losses_amount,total_observed_losses_amount,ppnr_loss_absorption_ratio,provision_to_loan_loss_ratio,pretax_income_to_ppnr_ratio,loan_loss_burden_on_ppnr,observed_loss_burden_on_ppnr,aoci_change_amount
1068191,Huntington Bancshares Incorporated,2017,12/31/2017,DFAST 2018,3,Supervisory Severely Adverse,10,8.1,8.1,11.3,9.6,9.6,13.4,11.5,11.5,9.1,7.5,7.5,NA,NA,NA,80.3,84.1,3.8,5.3,3.8,3.5,4.3,-0.6,-0.5,NA,NA,NA,0,0,0,0,0,0,1.9000000000000004,1.9000000000000004,1.700000000000001,1.700000000000001,1.9000000000000004,1.9000000000000004,1.5999999999999996,1.5999999999999996,3.799999999999997,0.04732254047322537,0,3.8,1,1.131578947368421,-0.15789473684210525,1,1,0
1039502,JPMorgan Chase & Co.,2017,12/31/2017,DFAST 2018,2,Supervisory Adverse,12.2,10.8,10.6,13.9,12.4,12.2,15.9,14.3,14.1,8.3,7.3,7.3,NA,5.7,5.7,1499.5,1629.2,37.3,3.8,73,2.7,37.2,21.5,0.8,NA,NA,NA,0,0.4,13.1,0.9,-0.3,-0.4,1.3999999999999986,1.5999999999999996,1.5,1.700000000000001,1.5999999999999996,1.8000000000000007,1.0000000000000009,1.0000000000000009,129.70000000000005,0.08649549849949986,14.4,51.699999999999996,1.411992263056093,0.997319034852547,0.2945205479452055,0.510958904109589,0.7082191780821917,-0.10000000000000003
1039502,JPMorgan Chase & Co.,2017,12/31/2017,DFAST 2018,3,Supervisory Severely Adverse,12.2,7.9,7.2,13.9,9.5,8.8,15.9,11.9,11,8.3,5.6,5.3,NA,4.4,4.2,1499.5,1587,61.8,6.4,71.5,2.7,68.5,-28.5,-1.1,NA,NA,NA,0,1,29.4,1.2,-0.3,-6.9,4.299999999999999,4.999999999999999,4.4,5.1,4,4.9,2.700000000000001,3.000000000000001,87.5,0.05835278426142047,31.599999999999998,93.39999999999999,0.7655246252676661,1.1084142394822007,-0.3986013986013986,0.8643356643356643,1.3062937062937061,-6.6000000000000005
1068025,KeyCorp,2017,12/31/2017,DFAST 2018,2,Supervisory Adverse,10.2,8.4,8.4,11,9.2,9.2,12.9,11,11,9.7,7.9,7.9,NA,NA,NA,118.8,127.2,3.1,3.4,3.2,2.2,3.2,-0.1,-0.1,NA,NA,NA,0,0,0,0.1,0,0,1.799999999999999,1.799999999999999,1.8000000000000007,1.8000000000000007,1.9000000000000004,1.9000000000000004,1.799999999999999,1.799999999999999,8.400000000000006,0.07070707070707076,0.1,3.2,1,1.032258064516129,-0.03125,0.96875,1,0
1068025,KeyCorp,2017,12/31/2017,DFAST 2018,3,Supervisory Severely Adverse,10.2,6.8,6.8,11,7.6,7.6,12.9,9.8,9.8,9.7,6.6,6.6,NA,NA,NA,118.8,124.9,5.4,6.1,3.8,2.6,6.1,-2.5,-1.8,NA,NA,NA,0,0,0,0.2,0,0,3.3999999999999995,3.3999999999999995,3.4000000000000004,3.4000000000000004,3.0999999999999996,3.0999999999999996,3.0999999999999996,3.0999999999999996,6.1000000000000085,0.05134680134680142,0.2,5.6000000000000005,0.6785714285714285,1.1296296296296295,-0.6578947368421053,1.4210526315789476,1.473684210526316,0
1037003,M&T Bank Corporation,2017,12/31/2017,DFAST 2018,2,Supervisory Adverse,11,9.9,9.8,12.3,11.1,11,14.8,13.1,13.1,10.3,9,9,NA,NA,NA,97.1,102.8,3,3.4,4.7,3.7,3.1,1.5,1.2,NA,NA,NA,0,0,0,0,0,0,1.0999999999999996,1.1999999999999993,1.200000000000001,1.3000000000000007,1.700000000000001,1.700000000000001,1.3000000000000007,1.3000000000000007,5.700000000000003,0.058702368692070066,0,3,1.5666666666666667,1.0333333333333334,0.3191489361702127,0.6382978723404255,0.6382978723404255,0
1037003,M&T Bank Corporation,2017,12/31/2017,DFAST 2018,3,Supervisory Severely Adverse,11,7.6,7.5,12.3,8.8,8.8,14.8,11.1,11,10.3,7.2,7.2,NA,NA,NA,97.1,101.2,6,6.7,5.4,4.4,6.7,-1.3,-1.1,NA,NA,NA,0,0,0,0,0,0,3.4000000000000004,3.5,3.5,3.5,3.700000000000001,3.8000000000000007,3.1000000000000005,3.1000000000000005,4.1000000000000085,0.042224510813594324,0,6,0.9,1.1166666666666667,-0.24074074074074073,1.111111111111111,1.111111111111111,0
1378434,MUFG Americas Holdings Corporation,2017,12/31/2017,DFAST 2018,2,Supervisory Adverse,16.3,14.3,14.3,16.3,14.3,14.3,17.8,15.5,15.5,10.1,8.6,8.6,NA,NA,NA,96.3,102.4,2,2.5,2.3,1.4,2.3,0,0,NA,NA,NA,0,0,0,0.1,-0.1,-0.1,2,2,2,2,2.3000000000000007,2.3000000000000007,1.5,1.5,6.1000000000000085,0.06334371754932512,0.1,2.1,1.0952380952380951,1.15,0,0.8695652173913044,0.9130434782608696,0
1378434,MUFG Americas Holdings Corporation,2017,12/31/2017,DFAST 2018,3,Supervisory Severely Adverse,16.3,12.2,12.2,16.3,12.2,12.2,17.8,14,14,10.1,7.3,7.3,NA,NA,NA,96.3,100.1,4.8,5.9,3.1,2,5.6,-2.7,-1.7,NA,NA,NA,0,0.1,0,0.1,-0.1,-0.1,4.100000000000001,4.100000000000001,4.100000000000001,4.100000000000001,3.8000000000000007,3.8000000000000007,2.8,2.8,3.799999999999997,0.039460020768431955,0.2,4.999999999999999,0.6200000000000001,1.1666666666666667,-0.8709677419354839,1.5483870967741935,1.6129032258064513,0
2162966,Morgan Stanley,2017,12/31/2017,DFAST 2018,2,Supervisory Adverse,16.5,13.1,12.5,18.9,15.2,14.6,21.7,17.4,17,8.3,6.7,6.5,NA,5.2,5.1,369.6,404.7,2.4,1.9,8.1,0.9,3.1,-3.2,-0.4,NA,NA,NA,0,0,4.2,4,-2.8,-1.6,3.4000000000000004,4,3.6999999999999993,4.299999999999999,4.300000000000001,4.699999999999999,1.6000000000000005,1.8000000000000007,35.099999999999966,0.09496753246753237,8.2,10.6,0.7641509433962264,1.2916666666666667,-0.39506172839506176,0.2962962962962963,1.308641975308642,1.1999999999999997
2162966,Morgan Stanley,2017,12/31/2017,DFAST 2018,3,Supervisory Severely Adverse,16.5,8.9,7.3,18.9,11.1,9.4,21.7,13.6,12.2,8.3,4.7,4.3,NA,3.7,3.3,369.6,382.5,4.6,3.6,3,0.3,5.9,-20.8,-2.4,NA,NA,NA,0,0,11.7,6.1,-2.8,-3,7.6,9.2,7.799999999999999,9.499999999999998,8.1,9.5,3.6000000000000005,4.000000000000001,12.899999999999977,0.03490259740259734,17.799999999999997,22.4,0.13392857142857142,1.282608695652174,-6.933333333333334,1.5333333333333332,7.466666666666666,-0.20000000000000018
1199611,Northern Trust Corporation,2017,12/31/2017,DFAST 2018,2,Supervisory Adverse,12.6,12.6,12.5,13.8,13.8,13.7,15.8,15.8,15.8,7.8,7.6,7.6,NA,6.6,6.6,68.6,73.3,0.9,2.7,2.7,1.8,1.1,1.4,1,NA,NA,NA,0,0.1,0,0,-0.3,0,0,0.09999999999999964,0,0.10000000000000142,0,0,0.20000000000000018,0.20000000000000018,4.700000000000003,0.06851311953352775,0.1,1,2.7,1.2222222222222223,0.5185185185185185,0.3333333333333333,0.37037037037037035,0.3
1199611,Northern Trust Corporation,2017,12/31/2017,DFAST 2018,3,Supervisory Severely Adverse,12.6,12.5,11.7,13.8,13.7,12.9,15.8,16.1,15.4,7.8,7.6,7.3,NA,6.7,6.4,68.6,72.2,1.8,5.3,4,2.8,2.2,1.7,1.2,NA,NA,NA,0,0.1,0,0,-0.3,-0.4,0.09999999999999964,0.9000000000000004,0.10000000000000142,0.9000000000000004,-0.3000000000000007,0.40000000000000036,0.20000000000000018,0.5,3.6000000000000085,0.0524781341107873,0.1,1.9000000000000001,2.1052631578947367,1.2222222222222223,0.425,0.45,0.47500000000000003,-0.10000000000000003
3226762,RBC USA Holdco Corporation,2017,12/31/2017,DFAST 2018,2,Supervisory Adverse,15.6,13.8,13.4,15.6,13.8,13.4,16.8,14.6,14.4,7.9,7.4,7.3,NA,NA,NA,68.6,76,1.6,3.6,2.1,1.6,1.9,-0.2,-0.1,NA,NA,NA,0,0,0.4,0,0,0,1.799999999999999,2.1999999999999993,1.799999999999999,2.1999999999999993,2.200000000000001,2.4000000000000004,0.5,0.6000000000000005,7.400000000000006,0.10787172011661816,0.4,2,1.05,1.1874999999999998,-0.09523809523809523,0.7619047619047619,0.9523809523809523,0
3226762,RBC USA Holdco Corporation,2017,12/31/2017,DFAST 2018,3,Supervisory Severely Adverse,15.6,11.6,11.2,15.6,11.6,11.2,16.8,12.9,12.6,7.9,6.2,6,NA,NA,NA,68.6,73.4,3.1,6.9,2.1,1.6,3.7,-2.2,-1.6,NA,NA,NA,0,0,0.6,0,0,0,4,4.4,4,4.4,3.9000000000000004,4.200000000000001,1.7000000000000002,1.9000000000000004,4.800000000000011,0.06997084548104973,0.6,3.7,0.5675675675675675,1.1935483870967742,-1.0476190476190477,1.4761904761904763,1.7619047619047619,0
3242838,Regions Financial Corporation,2017,12/31/2017,DFAST 2018,2,Supervisory Adverse,11.1,9.8,9.8,11.9,10.5,10.5,13.8,12.4,12.4,10,8.6,8.6,NA,NA,NA,100.9,107.4,3,3.6,3.4,2.6,3.2,0.2,0.2,NA,NA,NA,0,0,0,0,0,0,1.299999999999999,1.299999999999999,1.4000000000000004,1.4000000000000004,1.4000000000000004,1.4000000000000004,1.4000000000000004,1.4000000000000004,6.5,0.06442021803766104,0,3,1.1333333333333333,1.0666666666666667,0.05882352941176471,0.8823529411764706,0.8823529411764706,0
3242838,Regions Financial Corporation,2017,12/31/2017,DFAST 2018,3,Supervisory Severely Adverse,11.1,8.1,8.1,11.9,8.9,8.9,13.8,11,11,10,7.3,7.3,NA,NA,NA,100.9,105.5,5.3,6.5,4.2,3.3,6,-1.8,-1.4,NA,NA,NA,0,0.1,0,0,0,0,3,3,3,3,2.8000000000000007,2.8000000000000007,2.7,2.7,4.599999999999994,0.04558969276511392,0.1,5.3999999999999995,0.7777777777777779,1.1320754716981132,-0.42857142857142855,1.2619047619047619,1.2857142857142856,0
3981856,"Santander Holdings USA, Inc.",2017,12/31/2017,DFAST 2018,2,Supervisory Adverse,16.4,17.9,16.7,17.8,19.2,18.2,19.5,20.8,19.9,14.2,14.9,14.2,NA,NA,NA,99.8,106.7,5.4,6.5,7.3,5.4,3.6,3.6,2.6,NA,NA,NA,0,0,0,0.1,0,0,-1.5,-0.3000000000000007,-1.3999999999999986,-0.3999999999999986,-1.3000000000000007,-0.3999999999999986,-0.7000000000000011,0,6.900000000000006,0.06913827655310627,0.1,5.5,1.3272727272727272,0.6666666666666666,0.4931506849315069,0.7397260273972603,0.7534246575342466,0
3981856,"Santander Holdings USA, Inc.",2017,12/31/2017,DFAST 2018,3,Supervisory Severely Adverse,16.4,15.9,15.2,17.8,17,16.5,19.5,18.6,18.2,14.2,13.2,13,NA,NA,NA,99.8,104.3,8.1,9.9,8,6,7.1,0.8,0.6,NA,NA,NA,0,0,0,0.1,0,0,0.4999999999999982,1.1999999999999993,0.8000000000000007,1.3000000000000007,0.8999999999999986,1.3000000000000007,1,1.1999999999999993,4.5,0.045090180360721446,0.1,8.2,0.9756097560975611,0.8765432098765432,0.1,1.0125,1.025,0
1111435,State Street Corporation,2017,12/31/2017,DFAST 2018,2,Supervisory Adverse,11.9,10.9,10.6,15,14.4,14.3,16,15.1,15,7.3,6.5,6.5,NA,5.8,5.8,102.7,105,0.5,2.3,4.3,1.7,0.7,2.2,0.9,NA,NA,NA,0,0.1,1.3,0,-1,-0.7,1,1.3000000000000007,0.5999999999999996,0.6999999999999993,0.9000000000000004,1,0.7999999999999998,0.7999999999999998,2.299999999999997,0.02239532619279452,1.4000000000000001,1.9,2.263157894736842,1.4,0.5116279069767442,0.11627906976744186,0.4418604651162791,0.30000000000000004
1111435,State Street Corporation,2017,12/31/2017,DFAST 2018,3,Supervisory Severely Adverse,11.9,8.4,5.3,15,11.9,9,16,12.7,10,7.3,5.5,4.2,NA,4.9,3.7,102.7,104.2,0.8,3.5,5.9,2.4,1,1,0.4,NA,NA,NA,0,0.4,3.4,0,-1,-2.4,3.5,6.6000000000000005,3.0999999999999996,6,3.3000000000000007,6,1.7999999999999998,3.0999999999999996,1.5,0.014605647517039922,3.8,4.6,1.282608695652174,1.25,0.1694915254237288,0.13559322033898305,0.7796610169491525,-1.4
1131787,"SunTrust Banks, Inc.",2017,12/31/2017,DFAST 2018,2,Supervisory Adverse,9.7,8.3,8.3,11.2,9.4,9.4,13.1,11.3,11.3,9.8,8.1,8.1,NA,NA,NA,175.9,188.5,4.3,2.9,5.6,2.6,4.5,0.8,0.4,NA,NA,NA,0,0,0,0.3,0,0,1.3999999999999986,1.3999999999999986,1.799999999999999,1.799999999999999,1.799999999999999,1.799999999999999,1.700000000000001,1.700000000000001,12.599999999999994,0.07163160886867535,0.3,4.6,1.2173913043478262,1.0465116279069768,0.14285714285714288,0.7678571428571429,0.8214285714285714,0
1131787,"SunTrust Banks, Inc.",2017,12/31/2017,DFAST 2018,3,Supervisory Severely Adverse,9.7,6.6,6.6,11.2,7.7,7.7,13.1,9.8,9.8,9.8,6.7,6.7,NA,NA,NA,175.9,184.2,7.5,5.2,6.1,2.8,8.5,-2.8,-1.3,NA,NA,NA,0,0.1,0,0.3,0,0,3.0999999999999996,3.0999999999999996,3.499999999999999,3.499999999999999,3.299999999999999,3.299999999999999,3.1000000000000005,3.1000000000000005,8.299999999999983,0.04718590108015908,0.4,7.8999999999999995,0.7721518987341772,1.1333333333333333,-0.45901639344262296,1.2295081967213115,1.2950819672131146,0
3606542,TD Group US Holdings LLC,2017,12/31/2017,DFAST 2018,2,Supervisory Adverse,16,14.4,13.7,16,14.4,13.7,17,15.3,14.8,8.8,7.9,7.7,NA,7,6.8,200.7,219,6.1,3.9,6.9,1.7,6.1,0.6,0.2,NA,NA,NA,0,0.1,0,0,0,-0.5,1.5999999999999996,2.3000000000000007,1.5999999999999996,2.3000000000000007,1.6999999999999993,2.1999999999999993,0.9000000000000004,1.1000000000000005,18.30000000000001,0.09118086696562039,0.1,6.199999999999999,1.1129032258064517,1,0.08695652173913043,0.8840579710144927,0.898550724637681,-0.5
3606542,TD Group US Holdings LLC,2017,12/31/2017,DFAST 2018,3,Supervisory Severely Adverse,16,13.3,11.2,16,13.3,11.2,17,14.5,12.4,8.8,7.4,6.4,NA,6.6,5.6,200.7,216.8,9.9,6.3,10.7,2.7,11,-0.7,-0.2,NA,NA,NA,0,0.4,0,0,0,-1.9,2.6999999999999993,4.800000000000001,2.6999999999999993,4.800000000000001,2.5,4.6,1.4000000000000004,2.4000000000000004,16.100000000000023,0.08021923268560052,0.4,10.3,1.0388349514563104,1.1111111111111112,-0.06542056074766354,0.9252336448598132,0.9626168224299066,-1.9
3587146,The Bank of New York Mellon Corporation,2017,12/31/2017,DFAST 2018,2,Supervisory Adverse,11.9,14.1,12.6,14.2,16.2,14.7,15.1,17.2,15.7,6.6,7.4,6.9,NA,6.8,6.4,155.6,165.1,1.1,1.8,9.6,2.5,1.4,7.7,2,NA,NA,NA,0,0.1,0.4,0,-2.2,-1.3,-2.1999999999999993,-0.6999999999999993,-2,-0.5,-2.0999999999999996,-0.5999999999999996,-0.8000000000000007,-0.3000000000000007,9.5,0.061053984575835475,0.5,1.6,5.999999999999999,1.2727272727272725,0.8020833333333334,0.11458333333333334,0.16666666666666669,0.9000000000000001
3587146,The Bank of New York Mellon Corporation,2017,12/31/2017,DFAST 2018,3,Supervisory Severely Adverse,11.9,12.5,9,14.2,14.6,11.2,15.1,15.8,12.3,6.6,6.7,5.3,NA,6.2,4.8,155.6,161.7,2,3.1,11.6,3,2.4,6.9,1.8,NA,NA,NA,0,0.3,1.9,0,-2.2,-3.8,-0.5999999999999996,2.9000000000000004,-0.40000000000000036,3,-0.7000000000000011,2.799999999999999,-0.10000000000000053,1.2999999999999998,6.099999999999994,0.03920308483290485,2.1999999999999997,4.199999999999999,2.7619047619047623,1.2,0.5948275862068966,0.1724137931034483,0.3620689655172413,-1.5999999999999996
2380443,"The Goldman Sachs Group, Inc.",2017,12/31/2017,DFAST 2018,2,Supervisory Adverse,12.1,10.2,9.1,14.1,11.9,10.9,16.8,14.2,13.5,8.4,7.1,6.6,NA,4.9,4.6,555.6,611,6.2,6.2,16,1.7,6.9,-2.8,-0.3,NA,NA,NA,0,0,6.5,5.4,-1.8,-1.3,1.9000000000000004,3,2.1999999999999993,3.1999999999999993,2.6000000000000014,3.3000000000000007,1.3000000000000007,1.8000000000000007,55.39999999999998,0.0997120230381569,11.9,18.1,0.8839779005524862,1.1129032258064517,-0.175,0.3875,1.13125,0.5
2380443,"The Goldman Sachs Group, Inc.",2017,12/31/2017,DFAST 2018,3,Supervisory Severely Adverse,12.1,6.9,5.6,14.1,8.7,7.3,16.8,11.4,10.2,8.4,5.1,4.4,NA,3.5,3.1,555.6,574.1,9.6,9.7,6.1,0.6,11.3,-25,-2.6,NA,NA,NA,0,0,13.3,6.4,-1.8,-1.9,5.199999999999999,6.5,5.4,6.8,5.4,6.600000000000001,3.3000000000000007,4,18.5,0.03329733621310295,19.700000000000003,29.299999999999997,0.2081911262798635,1.1770833333333335,-4.0983606557377055,1.5737704918032787,4.80327868852459,-0.09999999999999987
1069778,"The PNC Financial Services Group, Inc.",2017,12/31/2017,DFAST 2018,2,Supervisory Adverse,10.4,9.4,9.3,11.6,10.6,10.4,13.7,12.4,12.4,9.9,8.9,8.9,NA,7.4,7.4,309.5,335.9,6.5,2.9,12.5,3.1,6.4,5.5,1.4,NA,NA,NA,0,0.1,0,0.5,-0.3,0.4,1,1.0999999999999996,1,1.1999999999999993,1.299999999999999,1.299999999999999,1,1,26.399999999999977,0.08529886914378022,0.6,7.1,1.7605633802816902,0.9846153846153847,0.44,0.52,0.568,0.7
1069778,"The PNC Financial Services Group, Inc.",2017,12/31/2017,DFAST 2018,3,Supervisory Severely Adverse,10.4,7.1,6.4,11.6,8.2,7.6,13.7,10.6,10.1,9.9,7,6.5,NA,5.9,5.5,309.5,328.3,11.6,5.2,13.9,3.5,12.9,-0.1,0,NA,NA,NA,0,0.4,0,0.7,-0.3,-2.1,3.3000000000000007,4,3.4000000000000004,4,3.0999999999999996,3.5999999999999996,2.9000000000000004,3.4000000000000004,18.80000000000001,0.06074313408723752,1.1,12.7,1.094488188976378,1.1120689655172415,-0.007194244604316547,0.8345323741007193,0.9136690647482013,-1.8
1119794,U.S. Bancorp,2017,12/31/2017,DFAST 2018,2,Supervisory Adverse,9.3,9.4,9.3,10.8,10.8,10.7,12.9,12.3,12.3,8.9,8.7,8.7,NA,7,7,367.8,397.8,10.6,3.7,18.3,3.8,10.3,8,1.6,NA,NA,NA,0,0,0,0,-1.2,0.3,-0.09999999999999964,0,0,0.10000000000000142,0.5999999999999996,0.5999999999999996,0.20000000000000107,0.20000000000000107,30,0.08156606851549755,0,10.6,1.7264150943396228,0.9716981132075473,0.4371584699453552,0.5792349726775956,0.5792349726775956,1.5
1119794,U.S. Bancorp,2017,12/31/2017,DFAST 2018,3,Supervisory Severely Adverse,9.3,7.7,7.5,10.8,9.1,8.9,12.9,11,10.8,8.9,7.5,7.4,NA,6,5.9,367.8,392.7,18.3,6.4,20.8,4.3,19.8,1.1,0.2,NA,NA,NA,0,0,0,0,-1.2,-1.4,1.6000000000000005,1.8000000000000007,1.700000000000001,1.9000000000000004,1.9000000000000004,2.0999999999999996,1.4000000000000004,1.5,24.899999999999977,0.0676998368678629,0,18.3,1.1366120218579234,1.0819672131147542,0.052884615384615384,0.8798076923076923,0.8798076923076923,-0.19999999999999996
4846998,UBS Americas Holding LLC,2017,12/31/2017,DFAST 2018,2,Supervisory Adverse,21.9,18.7,17.7,24.3,22.7,22,25.8,24.8,23.5,8.9,8.2,8,NA,NA,NA,49.6,53.7,1.1,1.8,2.9,2,1.5,1.1,0.7,NA,NA,NA,0,0,0.4,0,0,0,3.1999999999999993,4.199999999999999,1.6000000000000014,2.3000000000000007,1,2.3000000000000007,0.7000000000000011,0.9000000000000004,4.100000000000001,0.08266129032258067,0.4,1.5,1.9333333333333333,1.3636363636363635,0.37931034482758624,0.37931034482758624,0.5172413793103449,0
4846998,UBS Americas Holding LLC,2017,12/31/2017,DFAST 2018,3,Supervisory Severely Adverse,21.9,17.4,16.4,24.3,21.6,20.6,25.8,24,22.9,8.9,7.8,7.5,NA,NA,NA,49.6,51.9,1.8,3,3.1,2.1,2.5,0,0,NA,NA,NA,0,0,0.6,0,0,0,4.5,5.5,2.6999999999999993,3.6999999999999993,1.8000000000000007,2.900000000000002,1.1000000000000005,1.4000000000000004,2.299999999999997,0.04637096774193542,0.6,2.4,1.2916666666666667,1.3888888888888888,0,0.5806451612903226,0.7741935483870968,0
1120754,Wells Fargo & Company,2017,12/31/2017,DFAST 2018,2,Supervisory Adverse,12.3,12.4,11.7,14.1,14.1,13.5,17.5,16.9,16.6,9.4,9.2,8.9,NA,7.9,7.6,1260.7,1359.9,28.5,2.9,76.5,3.7,28.4,42.7,2.1,NA,NA,NA,0,0.6,3.7,1.1,-1.4,-1.7,-0.09999999999999964,0.6000000000000014,0,0.5999999999999996,0.6000000000000014,0.8999999999999986,0.20000000000000107,0.5,99.20000000000005,0.07868644403902597,5.4,33.900000000000006,2.2566371681415927,0.9964912280701754,0.5581699346405229,0.37254901960784315,0.4431372549019609,-0.30000000000000004
1120754,Wells Fargo & Company,2017,12/31/2017,DFAST 2018,3,Supervisory Severely Adverse,12.3,9.9,8.6,14.1,11.6,10.4,17.5,14.9,13.8,9.4,7.6,6.9,NA,6.5,5.9,1260.7,1329.5,53.6,5.5,85.8,4.2,59.4,10.1,0.5,NA,NA,NA,0,2.6,12.2,1.6,-1.4,-13.6,2.4000000000000004,3.700000000000001,2.5,3.6999999999999993,2.5999999999999996,3.6999999999999993,1.8000000000000007,2.5,68.79999999999995,0.05457285634964698,16.4,70,1.2257142857142858,1.1082089552238805,0.11771561771561771,0.6247086247086248,0.8158508158508159,-12.2
NA,18 participating firms,2018,12/31/2018,DFAST 2019,2,Supervisory Adverse,12.3,12.1,11.4,14,13.8,13,16.4,15.9,15.5,8.6,8.5,8.1,6.9,6.8,6.5,8203.8,8540.4,193.6,3.7,386.9,2.8,197.6,127.7,0.9,613.7,646.9,873.8,0,2.4,46,13.3,-66.9,-26,0.20000000000000107,0.9000000000000004,0.1999999999999993,1,0.4999999999999982,0.8999999999999986,0.09999999999999964,0.5,336.60000000000036,0.04102976669348356,61.7,255.3,1.5154719937328631,1.0206611570247934,0.33005944688550015,0.5003876970793487,0.6598604290514345,40.900000000000006
NA,18 participating firms,2018,12/31/2018,DFAST 2019,3,Supervisory Severely Adverse,12.3,9.7,9.2,14,11.3,10.9,16.4,13.7,13.5,8.6,6.9,6.8,6.9,5.6,5.4,8203.8,8366.3,295.8,5.7,326.8,2.4,327.5,-114.9,-0.8,610.4,595,878.5,0,4.9,90.2,19.1,-66.9,-29.7,2.6000000000000014,3.1000000000000014,2.6999999999999993,3.0999999999999996,2.6999999999999993,2.8999999999999986,1.6999999999999993,1.7999999999999998,162.5,0.019807893902825523,114.20000000000002,410,0.7970731707317074,1.1071670047329276,-0.3515911872705018,0.905140758873929,1.2545899632802937,37.2
1073757,Bank of America Corporation,2018,12/31/2018,DFAST 2019,2,Supervisory Adverse,11.6,11.9,11.5,13.2,13.4,12.9,15.4,15.3,15.3,8.4,8.5,8.3,6.8,6.9,6.7,1437.2,1493,27.3,2.8,54.3,2.3,27.3,19.6,0.8,100.3,92.3,138.3,0,0.1,5.3,1.9,-11.2,0.4,-0.3000000000000007,0.09999999999999964,-0.20000000000000107,0.29999999999999893,0.09999999999999964,0.09999999999999964,-0.09999999999999964,0.09999999999999964,55.799999999999955,0.038825494016142464,7.299999999999999,34.6,1.5693641618497107,1,0.36095764272559855,0.5027624309392266,0.6372007366482505,11.6
1073757,Bank of America Corporation,2018,12/31/2018,DFAST 2019,3,Supervisory Severely Adverse,11.6,9.7,9.7,13.2,11.2,11.2,15.4,13.5,13.5,8.4,7.1,7.1,6.8,5.8,5.8,1437.2,1465.7,43.6,4.4,42.3,1.8,48.3,-17.8,-0.7,98.6,83.7,140,0,0.2,8.9,2.7,-11.2,1.3,1.9000000000000004,1.9000000000000004,2,2,1.9000000000000004,1.9000000000000004,1.3000000000000007,1.3000000000000007,28.5,0.01983022543835235,11.8,55.400000000000006,0.763537906137184,1.1077981651376145,-0.4208037825059102,1.0307328605200947,1.3096926713947992,12.5
5006575,Barclays US LLC,2018,12/31/2018,DFAST 2019,2,Supervisory Adverse,14.5,14.9,13.5,17.6,17.8,16.4,21,20.8,20,8.9,9,8.4,7.3,7.3,6.8,87,89.8,3.1,7.5,5.2,3.3,3,1.9,1.2,8,12.5,15.2,0,0,0.3,0,0,0,-0.40000000000000036,1,-0.1999999999999993,1.2000000000000028,0.1999999999999993,1,-0.09999999999999964,0.5,2.799999999999997,0.032183908045976976,0.3,3.4,1.5294117647058825,0.9677419354838709,0.36538461538461536,0.5961538461538461,0.6538461538461539,0
5006575,Barclays US LLC,2018,12/31/2018,DFAST 2019,3,Supervisory Severely Adverse,14.5,12.4,11.6,17.6,15.4,14.5,21,18.5,17.8,8.9,7.8,7.5,7.3,6.3,6.1,87,88,4.2,10.3,4.6,3,4.5,-0.6,-0.4,7.7,12,15.1,0,0,0.8,0,0,0,2.0999999999999996,2.9000000000000004,2.200000000000001,3.1000000000000014,2.5,3.1999999999999993,1.1000000000000005,1.4000000000000004,1,0.011494252873563218,0.8,5,0.9199999999999999,1.0714285714285714,-0.13043478260869565,0.9130434782608696,1.0869565217391306,0
2277860,Capital One Financial Corporation,2018,12/31/2018,DFAST 2019,2,Supervisory Adverse,11.2,10.3,9.9,12.7,11.7,11.3,15.1,13.8,13.6,10.7,10.3,10.1,9,8.7,8.5,294.9,321.3,28.3,11,31.7,8.3,31.2,0.5,0.1,52,11.2,31.5,0,0,0,0,-0.9,0.2,0.8999999999999986,1.299999999999999,1,1.3999999999999986,1.299999999999999,1.5,0.3999999999999986,0.5999999999999996,26.400000000000034,0.08952187182095638,0,28.3,1.1201413427561837,1.1024734982332154,0.015772870662460567,0.8927444794952681,0.8927444794952681,1.1
