bank_rssd_id,bank_name,exercise_year,exercise_quarter,exercise_name_std,scenario_code,scenario_label,cet1_actual_ratio,cet1_end_ratio,cet1_min_ratio,tier1_actual_ratio,tier1_end_ratio,tier1_min_ratio,total_capital_actual_ratio,total_capital_end_ratio,total_capital_min_ratio,tier1_leverage_actual_ratio,tier1_leverage_end_ratio,tier1_leverage_min_ratio,supp_leverage_actual_ratio,supp_leverage_end_ratio,supp_leverage_min_ratio,rwa_actual_amount,rwa_end_amount,total_loan_losses_amount,total_loan_losses_rate,ppnr_amount,ppnr_rate,provision_amount,pretax_net_income_amount,pretax_net_income_rate,net_interest_income_amount,noninterest_income_amount,noninterest_expense_amount,other_revenue_amount,securities_losses_amount,trading_counterparty_losses_amount,other_losses_amount,aoci_actual_amount,aoci_end_amount,cet1_depletion_end,cet1_depletion_min,tier1_depletion_end,tier1_depletion_min,total_capital_depletion_end,total_capital_depletion_min,leverage_depletion_end,leverage_depletion_min,rwa_change_amount,rwa_growth_rate,total_market_operational_losses_amount,total_observed_losses_amount,ppnr_loss_absorption_ratio,provision_to_loan_loss_ratio,pretax_income_to_ppnr_ratio,loan_loss_burden_on_ppnr,observed_loss_burden_on_ppnr,aoci_change_amount
1039502,JPMorgan Chase & Co.,2022,12/31/2022,2023 Stress Test,3,Supervisory Severely Adverse,13.2,11.9,11.1,14.9,13.5,12.7,16.8,15.4,14.8,6.6,6,5.6,5.6,5.1,4.8,1653.5,1640.2,72.9,6.4,65.2,1.8,71,-30.1,-0.8,145,114.5,194.2,0,1.7,17.8,4.7,-11.7,-2.3,1.299999999999999,2.0999999999999996,1.4000000000000004,2.200000000000001,1.4000000000000004,2,0.5999999999999996,1,-13.299999999999955,-0.008043543997580862,24.2,97.10000000000001,0.6714727085478888,0.9739368998628257,-0.4616564417177914,1.1180981595092025,1.4892638036809818,9.399999999999999
1037003,M&T Bank Corporation,2022,12/31/2022,2023 Stress Test,3,Supervisory Severely Adverse,10.4,7,7,11.8,8.4,8.4,13.6,10.3,10.3,9.2,6.5,6.5,NA,NA,NA,149,148.4,9.3,7.1,4.9,2.4,9.8,-4.9,-2.5,12,4.9,12,0,0,0,0,0,0,3.4000000000000004,3.4000000000000004,3.4000000000000004,3.4000000000000004,3.299999999999999,3.299999999999999,2.6999999999999993,2.6999999999999993,-0.5999999999999943,-0.004026845637583855,0,9.3,0.5268817204301075,1.053763440860215,-1,1.8979591836734695,1.8979591836734695,0
2162966,Morgan Stanley,2022,12/31/2022,2023 Stress Test,3,Supervisory Severely Adverse,15.3,14.9,11.2,17.2,16.8,13.2,19.3,19,15.5,6.7,6.5,5,5.5,5.4,4.1,447.8,446.8,10.1,4.2,25,2.1,11.3,-3.7,-0.3,27,91.5,93.5,0,0,12.5,4.8,-6.2,-2.9,0.40000000000000036,4.100000000000001,0.3999999999999986,4,0.3000000000000007,3.8000000000000007,0.20000000000000018,1.7000000000000002,-1,-0.0022331397945511387,17.3,27.400000000000002,0.9124087591240875,1.118811881188119,-0.14800000000000002,0.40399999999999997,1.096,3.3000000000000003
1199611,Northern Trust Corporation,2022,12/31/2022,2023 Stress Test,3,Supervisory Severely Adverse,10.8,12.2,11.4,11.8,13.2,12.3,13.9,16,15,7.1,7.9,7.4,7.9,8.8,8.3,88.1,88.1,3,7.1,3.6,2.3,3.7,-0.2,-0.2,3.9,10.5,10.8,0,0.2,0,0,-1.6,-0.1,-1.3999999999999986,-0.5999999999999996,-1.3999999999999986,-0.5,-2.0999999999999996,-1.0999999999999996,-0.8000000000000007,-0.3000000000000007,0,0,0.2,3.2,1.125,1.2333333333333334,-0.05555555555555556,0.8333333333333333,0.888888888888889,1.5
5280254,RBC US Group Holdings LLC,2022,12/31/2022,2023 Stress Test,3,Supervisory Severely Adverse,15,10.8,10.8,15,10.8,10.8,15.6,12,12,9.9,7,7,NA,NA,NA,111.1,108.4,5.5,6.9,2.5,1.5,6.5,-4.2,-2.5,5.1,13.1,15.8,0,0.3,0,0,0,0,4.199999999999999,4.199999999999999,4.199999999999999,4.199999999999999,3.5999999999999996,3.5999999999999996,2.9000000000000004,2.9000000000000004,-2.6999999999999886,-0.0243024302430242,0.3,5.8,0.4310344827586207,1.1818181818181819,-1.6800000000000002,2.2,2.32,0
1111435,State Street Corporation,2022,12/31/2022,2023 Stress Test,3,Supervisory Severely Adverse,13.6,17.8,13.8,15.4,19.7,15.7,16.8,21.3,17.2,6,7.6,6,7,8.8,7,107.2,106,1.2,3.6,6.3,2.1,1.4,3.6,1.2,6.1,21.4,21.3,0,0.1,1.2,0,-3.3,-1.8,-4.200000000000001,-0.20000000000000107,-4.299999999999999,-0.29999999999999893,-4.5,-0.3999999999999986,-1.5999999999999996,0,-1.2000000000000028,-0.011194029850746294,1.3,2.5,2.52,1.1666666666666667,0.5714285714285715,0.19047619047619047,0.39682539682539686,1.4999999999999998
3606542,TD Group US Holdings LLC,2022,12/31/2022,2023 Stress Test,3,Supervisory Severely Adverse,17.4,15.9,15.9,17.4,15.9,15.9,18.6,16.9,16.9,9.2,8.4,8.4,8.1,7.4,7.4,255.4,254.7,10.8,5.9,6.8,1.3,10.5,-3.9,-0.8,19.8,6.8,19.7,0,0.2,0,0,0,0,1.4999999999999982,1.4999999999999982,1.4999999999999982,1.4999999999999982,1.7000000000000028,1.7000000000000028,0.7999999999999989,0.7999999999999989,-0.700000000000017,-0.0027407987470634966,0.2,11,0.6181818181818182,0.9722222222222222,-0.5735294117647058,1.5882352941176472,1.6176470588235294,0
3587146,The Bank of New York Mellon Corporation,2022,12/31/2022,2023 Stress Test,3,Supervisory Severely Adverse,11.3,14.9,11.7,14.4,17.9,14.7,15.3,18.9,15.8,5.8,7.2,5.9,6.8,8.5,7,159.1,159.1,1.6,2.5,8.5,2.1,1.8,5.1,1.2,8.5,27.1,27.1,0,0.3,1.3,0,-6,-3.8,-3.5999999999999996,-0.3999999999999986,-3.4999999999999982,-0.29999999999999893,-3.599999999999998,-0.5,-1.4000000000000004,-0.10000000000000053,0,0,1.6,3.2,2.65625,1.125,0.6,0.18823529411764706,0.3764705882352941,2.2
1026632,The Charles Schwab Corporation,2022,12/31/2022,2023 Stress Test,3,Supervisory Severely Adverse,21.9,27,22.8,28.9,34,29.8,28.9,34.3,29.9,7.2,8.4,7.4,7.1,8.4,7.3,139.7,139.7,1.4,1.3,11.8,2.1,1.7,10.3,1.9,17.6,18.1,23.9,0,-0.2,0,0,0,0,-5.100000000000001,-0.9000000000000021,-5.100000000000001,-0.9000000000000021,-5.399999999999999,-1,-1.2000000000000002,-0.20000000000000018,0,0,-0.2,1.2,9.833333333333334,1.2142857142857144,0.8728813559322034,0.11864406779661016,0.10169491525423728,0
2380443,"The Goldman Sachs Group, Inc.",2022,12/31/2022,2023 Stress Test,3,Supervisory Severely Adverse,15,12.6,10.1,16.6,14.2,11.7,19.1,16.6,14.6,7.3,6.2,5,5.8,4.9,4,653.4,644.2,19.4,9,26.7,1.9,18.5,-16.6,-1.2,24.8,77.5,75.6,0,0,21.2,3.6,-3,-1,2.4000000000000004,4.9,2.400000000000002,4.900000000000002,2.5,4.500000000000002,1.0999999999999996,2.3,-9.199999999999932,-0.014080195898377612,24.8,44.199999999999996,0.6040723981900453,0.9536082474226805,-0.6217228464419476,0.7265917602996255,1.6554307116104867,2
1069778,"The PNC Financial Services Group, Inc.",2022,12/31/2022,2023 Stress Test,3,Supervisory Severely Adverse,9.1,8,7.9,10.4,9.4,9.2,12.3,11.1,11.1,8.2,7.4,7.3,6.9,6.2,6.1,435.5,434.5,17.8,5.5,14,2.5,17.2,-3.6,-0.6,28.3,18.6,32.8,0,0.3,0,0.1,-0.1,-0.1,1.0999999999999996,1.1999999999999993,1,1.200000000000001,1.200000000000001,1.200000000000001,0.7999999999999989,0.8999999999999995,-1,-0.002296211251435132,0.4,18.200000000000003,0.7692307692307692,0.9662921348314606,-0.2571428571428572,1.2714285714285716,1.3000000000000003,0
1074156,Truist Financial Corporation,2022,12/31/2022,2023 Stress Test,3,Supervisory Severely Adverse,9,6.7,6.7,10.5,8.2,8.2,12.4,10.8,10.8,8.5,6.6,6.6,7.3,5.7,5.7,434.4,432.5,19.1,5.9,11.8,2.1,20.3,-9.5,-1.7,31.1,17.7,37.1,0,0.9,0,0.1,0,0,2.3,2.3,2.3000000000000007,2.3000000000000007,1.5999999999999996,1.5999999999999996,1.9000000000000004,1.9000000000000004,-1.8999999999999773,-0.004373848987108604,1,20.1,0.5870646766169154,1.0628272251308901,-0.8050847457627118,1.6186440677966103,1.7033898305084747,0
1119794,U.S. Bancorp,2022,12/31/2022,2023 Stress Test,3,Supervisory Severely Adverse,8.4,6.9,6.6,9.8,8.4,8.1,11.9,10.5,10.3,7.9,6.7,6.4,6.4,5.4,5.2,496.5,493.5,24.3,6.3,17.9,2.6,23.3,-5.5,-0.8,35,26.2,43.4,0,0,0,0.1,0,0,1.5,1.8000000000000007,1.4000000000000004,1.700000000000001,1.4000000000000004,1.5999999999999996,1.2000000000000002,1.5,-3,-0.006042296072507553,0.1,24.400000000000002,0.733606557377049,0.9588477366255144,-0.30726256983240224,1.3575418994413408,1.3631284916201118,0
4846998,UBS Americas Holding LLC,2022,12/31/2022,2023 Stress Test,3,Supervisory Severely Adverse,16.1,8,8,23.3,16.1,16.1,23.4,17.4,17.4,8.5,5.3,5.3,7.7,4.8,4.8,70.7,63,2.7,2.9,1.1,0.5,3.4,-2.4,-1.2,3.6,24.4,26.9,0,0,0,0.1,0,0,8.100000000000001,8.100000000000001,7.199999999999999,7.199999999999999,6,6,3.2,3.2,-7.700000000000003,-0.10891089108910895,0.1,2.8000000000000003,0.39285714285714285,1.259259259259259,-2.1818181818181817,2.4545454545454546,2.5454545454545454,0
1120754,Wells Fargo & Company,2022,12/31/2022,2023 Stress Test,3,Supervisory Severely Adverse,10.6,8.4,8.2,12.1,9.9,9.7,14.8,12.7,12.6,8.3,6.7,6.6,6.9,5.6,5.4,1259.9,1242.3,54.2,5.7,35.5,1.9,54.9,-32.9,-1.7,102.4,61.2,128.2,0,0.4,12.2,0.8,-12.2,-6.2,2.1999999999999993,2.4000000000000004,2.1999999999999993,2.4000000000000004,2.1000000000000014,2.200000000000001,1.6000000000000005,1.700000000000001,-17.600000000000136,-0.0139693626478293,13.4,67.6,0.5251479289940829,1.0129151291512914,-0.9267605633802817,1.5267605633802819,1.904225352112676,5.999999999999999
NA,31 participating banks,2023,12/31/2023,2024 Stress Test,3,Supervisory Severely Adverse,12.7,10.4,9.9,14.3,12,11.6,16.3,14.1,13.8,7.8,6.5,6.2,6.4,5.4,5.1,11465.8,11332.1,569.5,7.1,413.2,1.9,570.5,-270.3,-1.3,991,833.7,1411.5,0,5.5,91.4,16.2,-91.2,-48.1,2.299999999999999,2.799999999999999,2.3000000000000007,2.700000000000001,2.200000000000001,2.5,1.2999999999999998,1.5999999999999996,-133.6999999999989,-0.011660765057824044,113.10000000000001,682.6,0.605332552007032,1.0017559262510976,-0.654162633107454,1.378267182962246,1.6519845111326235,43.1
1562859,Ally Financial Inc.,2023,12/31/2023,2024 Stress Test,3,Supervisory Severely Adverse,9.4,7.1,7,10.8,8.5,8.5,12.4,10.1,10.1,8.7,6.8,6.8,NA,NA,NA,161.6,160.4,10.7,7.7,7.6,3.9,10.6,-3.5,-1.8,13.7,8.3,14.4,0,0.5,0,0.1,0,0,2.3000000000000007,2.4000000000000004,2.3000000000000007,2.3000000000000007,2.3000000000000007,2.3000000000000007,1.8999999999999995,1.8999999999999995,-1.1999999999999886,-0.007425742574257356,0.6,11.299999999999999,0.672566371681416,0.9906542056074766,-0.46052631578947373,1.4078947368421053,1.4868421052631577,0
1275216,American Express Company,2023,12/31/2023,2024 Stress Test,3,Supervisory Severely Adverse,10.5,11.8,9.4,11.3,12.5,10.2,13.1,14.4,12,9.9,10.9,8.7,NA,NA,NA,219.7,218.2,23.8,12.3,32.8,12.6,26.5,6.3,2.4,27,114.2,108.3,0,0,0,0,-3.1,-3,-1.3000000000000007,1.0999999999999996,-1.1999999999999993,1.1000000000000014,-1.3000000000000007,1.0999999999999996,-1,1.200000000000001,-1.5,-0.006827492034592627,0,23.8,1.3781512605042014,1.1134453781512605,0.19207317073170732,0.7256097560975611,0.7256097560975611,0.10000000000000009
1245415,BMO Financial Corp.,2023,12/31/2023,2024 Stress Test,3,Supervisory Severely Adverse,10.5,5,5,11.1,5.7,5.7,12.9,7.7,7.7,8.3,4.1,4.1,7.2,3.6,3.6,213,205.3,11.1,7.5,2.4,0.8,12.1,-9.6,-3.3,13.7,4.4,15.7,0,0,0,0,0,0,5.5,5.5,5.3999999999999995,5.3999999999999995,5.2,5.2,4.200000000000001,4.200000000000001,-7.699999999999989,-0.036150234741783985,0,11.1,0.21621621621621623,1.09009009009009,-4,4.625,4.625,0
1073757,Bank of America Corporation,2023,12/31/2023,2024 Stress Test,3,Supervisory Severely Adverse,11.8,9.3,9.1,13.5,11.1,10.8,15.2,12.9,12.9,7.1,5.8,5.7,6.1,4.9,4.8,1651.2,1634.5,60.2,5.5,32.3,1,62.6,-44.6,-1.4,123.7,72.9,164.3,0,0.2,12.1,2,-9.8,-5.3,2.5,2.700000000000001,2.4000000000000004,2.6999999999999993,2.299999999999999,2.299999999999999,1.2999999999999998,1.3999999999999995,-16.700000000000045,-0.010113856589147313,14.299999999999999,74.5,0.43355704697986575,1.0398671096345515,-1.3808049535603717,1.863777089783282,2.306501547987616,4.500000000000001
5006575,Barclays US LLC,2023,12/31/2023,2024 Stress Test,3,Supervisory Severely Adverse,13.7,11.1,9.5,15.1,12.6,11,16.9,14.5,13,8.5,7,6,6,5,4.3,111,109.9,5.6,12.6,4.4,2.4,4.3,-2.1,-1.1,11.7,12.8,20.1,0,0,2.1,0.1,0,0,2.5999999999999996,4.199999999999999,2.5,4.1,2.3999999999999986,3.8999999999999986,1.5,2.5,-1.0999999999999943,-0.009909909909909859,2.2,7.799999999999999,0.5641025641025642,0.7678571428571429,-0.47727272727272724,1.2727272727272725,1.7727272727272723,0
2277860,Capital One Financial Corporation,2023,12/31/2023,2024 Stress Test,3,Supervisory Severely Adverse,12.9,7.7,7.7,14.2,9,9,16,10.8,10.8,11.2,7,7,9.6,6,6,369.2,364.8,52.9,16.5,35.2,7.4,52.3,-17.5,-3.6,66.4,16.6,47.8,0,0.3,0,0.1,0,0,5.2,5.2,5.199999999999999,5.199999999999999,5.199999999999999,5.199999999999999,4.199999999999999,4.199999999999999,-4.399999999999977,-0.011917659804983688,0.4,53.3,0.6604127579737337,0.9886578449905482,-0.4971590909090909,1.502840909090909,1.5142045454545452,0
1951350,Citigroup Inc.,2023,12/31/2023,2024 Stress Test,3,Supervisory Severely Adverse,13.4,11.2,9.7,15,12.8,11.4,17.6,15.4,14.1,7.2,6,5.3,5.8,4.9,4.3,1148.6,1122.9,52.2,7.6,33.9,1.4,47.5,-26.9,-1.1,119.7,46.9,132.7,0,0.5,11.7,1.1,-43.4,-34.7,2.200000000000001,3.700000000000001,2.1999999999999993,3.5999999999999996,2.200000000000001,3.5000000000000018,1.2000000000000002,1.9000000000000004,-25.699999999999818,-0.022375065296883004,13.299999999999999,65.5,0.517557251908397,0.9099616858237547,-0.7935103244837758,1.5398230088495577,1.9321533923303835,8.699999999999996
1132449,"Citizens Financial Group, Inc.",2023,12/31/2023,2024 Stress Test,3,Supervisory Severely Adverse,10.6,6.6,6.6,11.8,7.8,7.8,13.7,9.8,9.8,9.3,6,6,NA,NA,NA,172.6,171,9.9,6.7,4,1.8,10.7,-6.7,-3,12.7,3.8,12.5,0,0,0,0,0,0,4,4,4.000000000000001,4.000000000000001,3.8999999999999986,3.8999999999999986,3.3000000000000007,3.3000000000000007,-1.5999999999999943,-0.009269988412514451,0,9.9,0.40404040404040403,1.0808080808080807,-1.675,2.475,2.475,0
2816906,DB USA Corporation,2023,12/31/2023,2024 Stress Test,3,Supervisory Severely Adverse,27.8,14.5,14.5,35,22.6,22.6,35.1,23.1,23.1,10,5.8,5.8,9,5.3,5.3,37.3,33.6,0.7,4.5,-1.7,-1.5,0.9,-4,-3.5,1.2,7.2,10.1,0,0,1.1,0.2,-0.2,-0.2,13.3,13.3,12.399999999999999,12.399999999999999,12,12,4.2,4.2,-3.6999999999999957,-0.09919571045576397,1.3,2,-0.85,1.2857142857142858,2.3529411764705883,-0.4117647058823529,-1.1764705882352942,0
3846375,Discover Financial Services,2023,12/31/2023,2024 Stress Test,3,Supervisory Severely Adverse,11.3,11,8.8,12.1,11.8,9.6,13.7,13.4,11.3,10.7,10.9,8.5,NA,NA,NA,130.9,136.8,24,18.7,22.6,14.9,21.4,1.2,0.8,32,5.2,14.6,0,0,0,0,0,0,0.3000000000000007,2.5,0.29999999999999893,2.5,0.29999999999999893,2.3999999999999986,-0.20000000000000107,2.1999999999999993,5.900000000000006,0.04507257448433923,0,24,0.9416666666666668,0.8916666666666666,0.053097345132743355,1.0619469026548671,1.0619469026548671,0
1070345,Fifth Third Bancorp,2023,12/31/2023,2024 Stress Test,3,Supervisory Severely Adverse,10.3,7.8,7.8,11.6,9.1,9.1,13.7,11.2,11.2,8.7,6.8,6.8,NA,NA,NA,163.2,162.1,9.2,7.9,5.7,2.6,9.6,-4,-1.8,11.8,5.9,12,0,0,0,0,0,0,2.500000000000001,2.500000000000001,2.5,2.5,2.5,2.5,1.8999999999999995,1.8999999999999995,-1.0999999999999943,-0.006740196078431338,0,9.2,0.6195652173913044,1.0434782608695652,-0.7017543859649122,1.6140350877192982,1.6140350877192982,0
3232316,HSBC North America Holdings Inc.,2023,12/31/2023,2024 Stress Test,3,Supervisory Severely Adverse,11.8,6.7,6.7,13.4,8.4,8.4,15.5,10.7,10.7,6.3,3.8,3.8,NA,NA,NA,105.1,101.4,3.6,6.3,-0.3,-0.2,3.8,-4.2,-1.9,4.3,3.9,8.6,0,0,0,0,0.1,0.1,5.1000000000000005,5.1000000000000005,5,5,4.800000000000001,4.800000000000001,2.5,2.5,-3.6999999999999886,-0.0352045670789723,0,3.6,-0.08333333333333333,1.0555555555555556,14.000000000000002,-12,-12,0
1068191,Huntington Bancshares Incorporated,2023,12/31/2023,2024 Stress Test,3,Supervisory Severely Adverse,10.2,8.5,8.4,12,10.2,10.2,14.2,12.4,12.4,9.3,7.6,7.5,NA,NA,NA,138.7,138.1,7.4,6.1,5.1,2.7,7.1,-2.1,-1.1,11.7,4.1,10.7,0,0,0,0,0,0,1.6999999999999993,1.799999999999999,1.8000000000000007,1.8000000000000007,1.799999999999999,1.799999999999999,1.700000000000001,1.8000000000000007,-0.5999999999999943,-0.004325883201153528,0,7.4,0.6891891891891891,0.9594594594594593,-0.411764705882353,1.450980392156863,1.450980392156863,0
1039502,JPMorgan Chase & Co.,2023,12/31/2023,2024 Stress Test,3,Supervisory Severely Adverse,15,13.4,12.5,16.6,15,14.2,18.5,17,16.1,7.2,6.5,6.1,6.1,5.5,5.2,1672,1665.7,84,6.3,69.3,1.8,83.3,-37.5,-1,168.8,110,209.5,0,1.6,17.6,4.1,-6.5,6.5,1.5999999999999996,2.5,1.6000000000000014,2.400000000000002,1.5,2.3999999999999986,0.7000000000000002,1.1000000000000005,-6.2999999999999545,-0.0037679425837320304,23.300000000000004,107.29999999999998,0.6458527493010252,0.9916666666666666,-0.5411255411255411,1.2121212121212122,1.5483405483405481,13
1068025,KeyCorp,2023,12/31/2023,2024 Stress Test,3,Supervisory Severely Adverse,10,7.5,7.5,11.7,9.1,9.1,14.2,11.6,11.6,9,7,7,NA,NA,NA,148.6,148,7.7,6.8,4.2,2.2,7.7,-3.6,-1.9,9.1,5.5,10.5,0,0,0,0,0,0,2.5,2.5,2.5999999999999996,2.5999999999999996,2.5999999999999996,2.5999999999999996,2,2,-0.5999999999999943,-0.004037685060565238,0,7.7,0.5454545454545454,1,-0.8571428571428571,1.8333333333333333,1.8333333333333333,0
1037003,M&T Bank Corporation,2023,12/31/2023,2024 Stress Test,3,Supervisory Severely Adverse,11,7.8,7.8,12.3,9.1,9.1,14,10.8,10.8,9.4,6.9,6.9,NA,NA,NA,153.9,153.4,9.4,7,5.2,2.5,10,-4.7,-2.3,12.7,5.2,12.6,0,0,0,0,0,0,3.2,3.2,3.200000000000001,3.200000000000001,3.1999999999999993,3.1999999999999993,2.5,2.5,-0.5,-0.003248862897985705,0,9.4,0.5531914893617021,1.0638297872340425,-0.9038461538461539,1.8076923076923077,1.8076923076923077,0
2162966,Morgan Stanley,2023,12/31/2023,2024 Stress Test,3,Supervisory Severely Adverse,15.2,14.4,10.6,17.1,16.3,12.6,19.5,18.8,15.1,6.7,6.4,4.8,5.5,5.2,3.9,456.1,451,10.1,4,22.4,1.9,11.3,-5.7,-0.5,33.9,87.8,99.3,0,0.1,11.4,5.3,-6.4,-3.6,0.7999999999999989,4.6,0.8000000000000007,4.500000000000002,0.6999999999999993,4.4,0.2999999999999998,1.9000000000000004,-5.100000000000023,-0.01118175838631884,16.8,26.900000000000002,0.83271375464684,1.118811881188119,-0.25446428571428575,0.45089285714285715,1.2008928571428572,2.8000000000000003
1199611,Northern Trust Corporation,2023,12/31/2023,2024 Stress Test,3,Supervisory Severely Adverse,11.4,11.6,11.4,12.3,12.5,12.3,14.2,15.2,15.1,8.1,8.2,8.1,8.6,8.7,8.6,89.5,89.4,3.3,6.9,3.2,2.1,4.1,-1,-0.7,4.7,10.4,11.8,0,0.2,0,0,-1.1,0.1,-0.1999999999999993,0,-0.1999999999999993,0,-1,-0.9000000000000004,-0.09999999999999964,0,-0.09999999999999432,-0.0011173184357541265,0.2,3.5,0.9142857142857144,1.2424242424242424,-0.3125,1.0312499999999998,1.09375,1.2000000000000002
5280254,RBC US Group Holdings LLC,2023,12/31/2023,2024 Stress Test,3,Supervisory Severely Adverse,15.7,9.4,9.4,15.7,9.4,9.4,16.3,10.7,10.7,11,6.3,6.3,NA,NA,NA,116.7,111,7,8.5,2.1,1.3,8,-6.3,-3.7,6.6,12.7,17.2,0,0.4,0,0,0,0,6.299999999999999,6.299999999999999,6.299999999999999,6.299999999999999,5.600000000000001,5.600000000000001,4.7,4.7,-5.700000000000003,-0.048843187660668405,0.4,7.4,0.28378378378378377,1.1428571428571428,-3,3.333333333333333,3.5238095238095237,0
3242838,Regions Financial Corporation,2023,12/31/2023,2024 Stress Test,3,Supervisory Severely Adverse,10.3,8.6,8.5,11.6,9.9,9.8,13.4,11.8,11.7,9.7,8.3,8.2,NA,NA,NA,126.5,125.8,7.6,7.7,6.3,4.1,8.3,-2,-1.3,10.3,5.3,9.4,0,0,0,0,0,0,1.700000000000001,1.8000000000000007,1.6999999999999993,1.799999999999999,1.5999999999999996,1.700000000000001,1.3999999999999986,1.5,-0.7000000000000028,-0.005533596837944687,0,7.6,0.8289473684210527,1.092105263157895,-0.31746031746031744,1.2063492063492063,1.2063492063492063,0
3981856,"Santander Holdings USA, Inc.",2023,12/31/2023,2024 Stress Test,3,Supervisory Severely Adverse,12.4,10.1,10.1,14.3,12,12,16.4,14.2,14.2,9.8,8.4,8.4,NA,NA,NA,114.8,115.8,10.9,11.8,6.2,3.8,7.8,-1.5,-0.9,13.2,8.1,15,0,0,0,-0.1,0,0,2.3000000000000007,2.3000000000000007,2.3000000000000007,2.3000000000000007,2.1999999999999993,2.1999999999999993,1.4000000000000004,1.4000000000000004,1,0.008710801393728223,-0.1,10.8,0.5740740740740741,0.7155963302752293,-0.24193548387096772,1.7580645161290323,1.7419354838709677,0
1111435,State Street Corporation,2023,12/31/2023,2024 Stress Test,3,Supervisory Severely Adverse,11.6,13.5,11.2,13.4,15.3,13,15.2,17.4,15.1,5.5,6.3,5.3,6.2,7.1,6,111.7,110.5,1.4,3.9,3.4,1.2,1.7,0.5,0.2,4.6,21.1,22.3,0,0.1,1.1,0,-2.1,-0.2,-1.9000000000000004,0.40000000000000036,-1.9000000000000004,0.40000000000000036,-2.1999999999999993,0.09999999999999964,-0.7999999999999998,0.20000000000000018,-1.2000000000000028,-0.010743061772605218,1.2000000000000002,2.6,1.3076923076923077,1.2142857142857144,0.14705882352941177,0.4117647058823529,0.7647058823529412,1.9000000000000001
3606542,TD Group US Holdings LLC,2023,12/31/2023,2024 Stress Test,3,Supervisory Severely Adverse,17.1,14.8,14.8,17.1,14.8,14.8,18.3,16,16,9.1,7.9,7.9,8.2,7.1,7.1,270.3,269.5,12.4,6.2,6.6,1.3,12,-5.6,-1.1,24.2,6.7,24.4,0,0.2,0,0,0,0,2.3000000000000007,2.3000000000000007,2.3000000000000007,2.3000000000000007,2.3000000000000007,2.3000000000000007,1.1999999999999993,1.1999999999999993,-0.8000000000000114,-0.002959674435812103,0.2,12.6,0.5238095238095238,0.9677419354838709,-0.8484848484848485,1.878787878787879,1.9090909090909092,0
3587146,The Bank of New York Mellon Corporation,2023,12/31/2023,2024 Stress Test,3,Supervisory Severely Adverse,12,14.8,12.2,14.8,17.6,15,15.8,18.6,16.2,6,7.1,6.1,7.4,8.7,7.5,156.3,155.7,1.6,2.4,6.8,1.7,1.7,3.3,0.8,8,28,29.2,0,0.3,1.5,0,-4.9,-2.8,-2.8000000000000007,-0.1999999999999993,-2.8000000000000007,-0.1999999999999993,-2.8000000000000007,-0.3999999999999986,-1.0999999999999996,-0.09999999999999964,-0.6000000000000227,-0.0038387715930903563,1.8,3.4000000000000004,1.9999999999999998,1.0625,0.4852941176470588,0.23529411764705885,0.5000000000000001,2.1000000000000005
1026632,The Charles Schwab Corporation,2023,12/31/2023,2024 Stress Test,3,Supervisory Severely Adverse,24.5,27.3,25.2,31.7,34.5,32.4,31.7,34.8,32.5,8.5,9.3,8.7,8.5,9.3,8.7,128.2,129.2,1.4,1.3,7.6,1.5,1.8,6,1.2,16.2,17.9,26.6,0,-0.3,0,0,0,0,-2.8000000000000007,-0.6999999999999993,-2.8000000000000007,-0.6999999999999993,-3.099999999999998,-0.8000000000000007,-0.8000000000000007,-0.1999999999999993,1,0.0078003120124804995,-0.3,1.0999999999999999,6.909090909090909,1.2857142857142858,0.7894736842105263,0.18421052631578946,0.14473684210526314,0
2380443,"The Goldman Sachs Group, Inc.",2023,12/31/2023,2024 Stress Test,3,Supervisory Severely Adverse,14.4,11.2,8.8,15.9,12.8,10.4,18.1,14.9,13,7,5.6,4.5,5.5,4.4,3.5,692.7,680.6,19.5,8.4,19.3,1.2,18.9,-20.2,-1.2,27.6,74.3,82.6,0,0,18,2.6,-2.9,-1.9,3.200000000000001,5.6,3.0999999999999996,5.5,3.200000000000001,5.100000000000001,1.4000000000000004,2.5,-12.100000000000023,-0.01746787931283387,20.6,40.1,0.48129675810473815,0.9692307692307691,-1.0466321243523315,1.0103626943005182,2.077720207253886,1
1069778,"The PNC Financial Services Group, Inc.",2023,12/31/2023,2024 Stress Test,3,Supervisory Severely Adverse,9.9,8.4,8.3,11.4,9.8,9.8,13.2,11.6,11.6,8.7,7.5,7.4,7.2,6.2,6.2,424.4,422.9,18.5,5.8,12.9,2.3,18.3,-5.6,-1,28.2,17.7,32.9,0,0.2,0,0.1,0,0,1.5,1.5999999999999996,1.5999999999999996,1.5999999999999996,1.5999999999999996,1.5999999999999996,1.1999999999999993,1.299999999999999,-1.5,-0.0035344015080113105,0.30000000000000004,18.8,0.6861702127659575,0.9891891891891892,-0.4341085271317829,1.4341085271317828,1.4573643410852712,0
